model	split	seed	auroc	auprc	balanced_accuracy
metadata_confounder_logistic_label_shuffled	random_cell	1308	0.34483155552144884	0.4109338545170929	0.38594505410175733
metadata_confounder_logistic_label_shuffled	random_cell	1309	0.3347018647839767	0.412479456057835	0.41639168137518223
metadata_confounder_logistic_label_shuffled	random_cell	1310	0.46308802087330214	0.46619583512847507	0.5308495127004835
metadata_confounder_logistic_label_shuffled	random_cell	1311	0.6169135139283248	0.6127015826131271	0.6055559818893408
metadata_confounder_logistic_label_shuffled	random_cell	1312	0.47264216100069073	0.5172981620267617	0.4475481544010437
metadata_confounder_logistic_label_shuffled	random_cell	1313	0.4907528201979894	0.518552706853905	0.5280101296907375
metadata_confounder_logistic_label_shuffled	random_cell	1314	0.5367201289233366	0.5516136106420819	0.5731908525823037
metadata_confounder_logistic_label_shuffled	random_cell	1315	0.574322768782135	0.5850641995168011	0.5641355229836543
metadata_confounder_logistic_label_shuffled	random_cell	1316	0.5131033688895711	0.5465259837995615	0.43337042437264983
metadata_confounder_logistic_label_shuffled	random_cell	1317	0.5237702401964546	0.5528930299179851	0.5196646458445247
metadata_confounder_logistic_label_shuffled	random_cell	1318	0.46671398971682915	0.5051777741710846	0.4338884199217251
metadata_confounder_logistic_label_shuffled	random_cell	1319	0.32894635868314015	0.4119167054845	0.36666410866395516
metadata_confounder_logistic_label_shuffled	random_cell	1320	0.36919653134832325	0.46020587322138873	0.3773117949505026
metadata_confounder_logistic_label_shuffled	random_cell	1321	0.5172089632415011	0.5561183320881322	0.41142276110812676
metadata_confounder_logistic_label_shuffled	random_cell	1322	0.6664876064768628	0.6781099475507426	0.6852313713452536
metadata_confounder_logistic_label_shuffled	random_cell	1323	0.39603637479855724	0.44778115216081227	0.36735476939605555
metadata_confounder_logistic_label_shuffled	random_cell	1324	0.6267170593200828	0.6644548357688114	0.546869004681145
metadata_confounder_logistic_label_shuffled	random_cell	1325	0.4782633719591743	0.47567583403583447	0.5571905456219783
metadata_confounder_logistic_label_shuffled	random_cell	1326	0.5976325684905226	0.6368047482910216	0.4964315862174814
metadata_confounder_logistic_label_shuffled	random_cell	1327	0.5985534494666565	0.6402109144968005	0.560125853733405
metadata_confounder_logistic_label_shuffled	random_cell	1328	0.5411326836006446	0.5453524368892191	0.5552912286087024
metadata_confounder_logistic_label_shuffled	random_cell	1329	0.4082188627119944	0.45250077174259573	0.3580308495127005
metadata_confounder_logistic_label_shuffled	random_cell	1330	0.6613268360064462	0.6786797413305311	0.5940257846673318
metadata_confounder_logistic_label_shuffled	donor_holdout	1301	0.643953394937726	0.5771982367535283	0.6963840899959823
metadata_confounder_logistic_label_shuffled	donor_holdout	1302	0.7108621226268286	0.7075612114344282	0.6979458450046685
metadata_confounder_logistic_label_shuffled	donor_holdout	1303	0.5713835486920895	0.6439514844893883	0.5236369366530098
metadata_confounder_logistic_label_shuffled	donor_holdout	1304	0.34376918354818903	0.4747500016197792	0.4485880908532842
metadata_confounder_logistic_label_shuffled	donor_holdout	1305	0.545374378707712	0.5226481173734876	0.5837341670675004
metadata_confounder_logistic_label_shuffled	donor_holdout	1306	0.7753469387755102	0.7019142740742328	0.6799999999999999
metadata_confounder_logistic_label_shuffled	donor_holdout	1307	0.22811671087533156	0.2684623788344558	0.2917771883289125
metadata_confounder_logistic_label_shuffled	donor_holdout	1308	0.4819277108433735	0.5011830407212221	0.5024556826030235
metadata_confounder_logistic_label_shuffled	donor_holdout	1309	0.49523809523809526	0.5893211469690922	0.5037202380952381
metadata_confounder_logistic_label_shuffled	donor_holdout	1310	0.55765625	0.6168793779320095	0.48750000000000004
metadata_confounder_logistic_label_shuffled	donor_holdout	1311	0.37882812499999996	0.43429982784581506	0.46249999999999997
metadata_confounder_logistic_label_shuffled	donor_holdout	1312	0.5375528236650019	0.4236264141361059	0.5082789089512101
metadata_confounder_logistic_label_shuffled	donor_holdout	1313	0.3964206083771301	0.4735416032913415	0.5114468864468864
metadata_confounder_logistic_label_shuffled	donor_holdout	1314	0.49536178107606677	0.4658816283349999	0.4461966604823747
metadata_confounder_logistic_label_shuffled	donor_holdout	1315	0.4583458646616541	0.5540342332254572	0.45563909774436084
metadata_confounder_logistic_label_shuffled	donor_holdout	1316	0.48658269441401975	0.465172566813366	0.47950242528555787
metadata_confounder_logistic_label_shuffled	donor_holdout	1317	0.40860705596107055	0.3773492532003631	0.4668491484184915
metadata_confounder_logistic_label_shuffled	donor_holdout	1318	0.6663139042657116	0.5932709573257653	0.6714018235102572
metadata_confounder_logistic_label_shuffled	donor_holdout	1319	0.6539278131634819	0.6347748214419184	0.6375492872308159
metadata_confounder_logistic_label_shuffled	donor_holdout	1320	0.4470519626769626	0.5130112913657149	0.5072393822393823
metadata_confounder_logistic_label_shuffled	donor_holdout	1321	0.6861016949152542	0.5939084779624654	0.5659322033898305
metadata_confounder_logistic_label_shuffled	donor_holdout	1322	0.4210292812777285	0.5096659807623468	0.5331262939958592
metadata_confounder_logistic_label_shuffled	donor_holdout	1323	0.4991020408163266	0.5788725598632128	0.3742857142857143
metadata_confounder_logistic_label_shuffled	donor_holdout	1324	0.4802140368342458	0.528271544080295	0.41635556661689066
metadata_confounder_logistic_label_shuffled	donor_holdout	1325	0.4125	0.4720826784135944	0.3645061728395062
metadata_confounder_logistic_label_shuffled	donor_holdout	1326	0.4863492063492063	0.527657663082252	0.4880952380952381
